sequence,mode,stage,candidate_key,S,M,N,F,i,u0,status,strict_evidence,feasible,c1,c2,p30_reachable,p30_all,max_delay_s,reachable_count,late_reachable_count,unreachable_count,reason
122,saturation,medium,"[40,37,30,50.0,0.0,0.0]",1480,40,37,30,50.0,0.0,rejected,True,False,0.9920777508008517,0.9313708233178996,0.6619380810888527,0.6584668192219679,0.10395623941894643,20866,7054,110,coverage_upper_bound
123,saturation,medium,"[37,40,27,50.0,0.0,0.0]",1480,37,40,27,50.0,0.0,verified,False,True,0.9991170495889429,0.9674373447549613,0.7188659711714581,0.718036829336197,0.10642440413911293,251140,70604,290,coverage_pass
124,saturation,medium,"[37,40,28,50.0,0.0,0.0]",1480,37,40,28,50.0,0.0,rejected,True,False,0.9986699611842825,0.9681634047621656,0.7098204698707211,0.7098204698707211,0.10973053385219636,186264,54050,0,coverage_upper_bound
125,saturation,medium,"[40,37,32,50.0,0.0,0.0]",1480,40,37,32,50.0,0.0,rejected,True,False,0.9998868945212249,0.9391505141623315,0.694462387691585,0.694462387691585,0.10881788198620915,204348,62436,0,coverage_upper_bound
126,saturation,medium,"[40,37,33,50.0,0.0,0.0]",1480,40,37,33,50.0,0.0,rejected,True,False,0.9981448129458854,0.9369058485274532,0.6921606118546845,0.6849732324164667,0.11320150852836107,128658,39606,1350,coverage_upper_bound
127,saturation,medium,"[37,40,17,50.0,0.0,0.0]",1480,37,40,17,50.0,0.0,rejected,True,False,0.9900434135535865,0.9151069072876713,0.6813455657492354,0.6183735775742437,0.0797239679710205,13080,4168,1332,coverage_upper_bound
128,saturation,medium,"[37,40,8,50.0,0.0,0.0]",1480,37,40,8,50.0,0.0,rejected,True,False,0.9898933741441233,0.9067750615803117,0.6529003783102144,0.6117264805789396,0.056709844939617324,12688,4404,854,coverage_upper_bound
129,saturation,medium,"[40,37,31,50.0,0.0,0.0]",1480,40,37,31,50.0,0.0,rejected,True,False,0.9966521798307368,0.9296790056045745,0.6906274821286735,0.6804213694507149,0.10820358297389192,65468,20254,982,coverage_upper_bound
130,saturation,medium,"[37,40,9,50.0,0.0,0.0]",1480,37,40,9,50.0,0.0,rejected,True,False,0.9912440271651443,0.9040332185188,0.6963962878148728,0.6506756756756756,0.06234502575677968,16594,5038,1166,coverage_upper_bound
131,saturation,medium,"[40,37,34,50.0,0.0,0.0]",1480,40,37,34,50.0,0.0,rejected,True,False,0.9978281008794926,0.944221463517153,0.6795131845841785,0.6795131845841785,0.11802858955876391,109446,35076,0,coverage_upper_bound
132,saturation,medium,"[40,37,35,50.0,0.0,0.0]",1480,40,37,35,50.0,0.0,rejected,True,False,0.9975089725125107,0.9489313660246289,0.669194966385106,0.6628249455756179,0.1205151387932623,92816,30704,892,coverage_upper_bound
133,saturation,high,"[37,40,34,50.0,0.0,0.0]",1480,37,40,34,50.0,0.0,verified,False,True,0.9997283001459868,0.9601030272415946,0.8163385435310027,0.8163385435310027,0.07334477709377943,251430,46178,0,coverage_pass
134,saturation,high,"[37,40,33,50.0,0.0,0.0]",1480,37,40,33,50.0,0.0,verified,False,True,0.9995819198950391,0.9672494052341282,0.8130889510199855,0.811963568388816,0.07492399930667874,251082,46930,348,coverage_pass
135,saturation,high,"[37,40,32,50.0,0.0,0.0]",1480,37,40,32,50.0,0.0,verified,False,True,0.9998154098441893,0.9682288326673308,0.8114783438730462,0.8114783438730462,0.07770595905541183,251430,47400,0,coverage_pass
136,saturation,high,"[37,40,31,50.0,0.0,0.0]",1480,37,40,31,50.0,0.0,verified,False,True,0.9997609746247968,0.9691573442693413,0.807726943091893,0.8062363282026807,0.08983088920244242,250966,48254,464,coverage_pass
137,saturation,high,"[37,40,30,50.0,0.0,0.0]",1480,37,40,30,50.0,0.0,verified,False,True,0.9996778573438977,0.9688347477752928,0.8058235425223677,0.8052658791711411,0.08371355840877907,251256,48788,174,coverage_pass
138,saturation,high,"[37,40,29,50.0,0.0,0.0]",1480,37,40,29,50.0,0.0,verified,False,True,0.9994774705095234,0.9696997895906436,0.7943822287497705,0.7916398202282942,0.09279928045006644,250562,51520,868,coverage_pass
139,saturation,high,"[37,40,26,50.0,0.0,0.0]",1480,37,40,26,50.0,0.0,verified,False,True,0.9998223060263856,0.964042747404871,0.7230004374975142,0.7230004374975142,0.09766042248797649,251430,69646,0,coverage_pass
140,saturation,high,"[37,40,27,50.0,0.0,0.0]",1480,37,40,27,50.0,0.0,verified,False,True,0.9991170495889429,0.9674373447549613,0.7188659711714581,0.718036829336197,0.10642440413911293,251140,70604,290,coverage_pass
141,saturation,low,"[25,60,0,50.0,0.0,0.0]",1500,25,60,0,50.0,0.0,rejected,True,False,0.9620260459646642,0.8904837125670947,0.7422680412371134,0.6464646464646465,0.06851643708935444,3104,800,460,coverage_upper_bound
142,saturation,low,"[25,60,1,50.0,0.0,0.0]",1500,25,60,1,50.0,0.0,rejected,True,False,0.9639108754424063,0.8849147763784942,0.7388059701492538,0.6428571428571429,0.0520232512700539,3216,840,480,coverage_upper_bound
143,saturation,low,"[25,60,2,50.0,0.0,0.0]",1500,25,60,2,50.0,0.0,rejected,True,False,0.9595208653747735,0.8855401901434958,0.7512508934953538,0.636969696969697,0.052015465088291975,2798,696,502,coverage_upper_bound
144,saturation,low,"[25,60,3,50.0,0.0,0.0]",1500,25,60,3,50.0,0.0,rejected,True,False,0.963569580444209,0.8867957266142921,0.7389434889434889,0.650974025974026,0.0683962887613711,3256,850,440,coverage_upper_bound
145,saturation,low,"[25,60,4,50.0,0.0,0.0]",1500,25,60,4,50.0,0.0,rejected,True,False,0.9636837459052682,0.8878748262065363,0.7473015873015874,0.6369047619047619,0.04943714411440249,3150,796,546,coverage_upper_bound
146,saturation,low,"[25,60,5,50.0,0.0,0.0]",1500,25,60,5,50.0,0.0,rejected,True,False,0.96210412405723,0.8922020588748285,0.7399872854418309,0.6531986531986532,0.04933459314232397,3146,818,418,coverage_upper_bound
147,saturation,low,"[25,60,6,50.0,0.0,0.0]",1500,25,60,6,50.0,0.0,rejected,True,False,0.9620858040313002,0.8857626832172913,0.7098646034816247,0.6178451178451179,0.04934951525780736,3102,900,462,coverage_upper_bound
148,saturation,low,"[25,60,7,50.0,0.0,0.0]",1500,25,60,7,50.0,0.0,rejected,True,False,0.9625699819359977,0.8889705517854187,0.7020330368487929,0.6200897867564534,0.04713120649150736,3148,938,416,coverage_upper_bound
149,saturation,low,"[25,60,8,50.0,0.0,0.0]",1500,25,60,8,50.0,0.0,rejected,True,False,0.9621255969825041,0.882870136769484,0.6828644501278772,0.5993265993265994,0.04955392835271001,3128,992,436,coverage_upper_bound
150,saturation,low,"[25,60,9,50.0,0.0,0.0]",1500,25,60,9,50.0,0.0,rejected,True,False,0.9650002825024311,0.8813839557271117,0.686646884272997,0.6044932079414838,0.06402749056108999,3370,1056,458,coverage_upper_bound
151,saturation,low,"[25,60,10,50.0,0.0,0.0]",1500,25,60,10,50.0,0.0,rejected,True,False,0.9590219121367045,0.9000065087861233,0.6793948126801153,0.5715151515151515,0.06365290728467145,2776,890,524,coverage_upper_bound
152,saturation,low,"[25,60,11,50.0,0.0,0.0]",1500,25,60,11,50.0,0.0,rejected,True,False,0.9649870492734504,0.8778541731120356,0.6676628810520024,0.5835945663531871,0.06637623892834077,3346,1112,482,coverage_upper_bound
153,saturation,low,"[25,60,12,50.0,0.0,0.0]",1500,25,60,12,50.0,0.0,rejected,True,False,0.9605545016298404,0.9015597326883465,0.67092866756393,0.581002331002331,0.06541534275531558,2972,978,460,coverage_upper_bound
154,saturation,low,"[25,60,13,50.0,0.0,0.0]",1500,25,60,13,50.0,0.0,rejected,True,False,0.9650094024914245,0.8778690617797201,0.6723730814639906,0.5950888192267503,0.06791199013668896,3388,1110,440,coverage_upper_bound
155,saturation,low,"[25,60,14,50.0,0.0,0.0]",1500,25,60,14,50.0,0.0,rejected,True,False,0.9621142651303313,0.8853613803464484,0.6879526003949967,0.5864197530864198,0.044654554991973,3038,948,526,coverage_upper_bound
156,saturation,low,"[25,60,15,50.0,0.0,0.0]",1500,25,60,15,50.0,0.0,rejected,True,False,0.9608521342765789,0.8935627123150554,0.6891711229946524,0.6008158508158508,0.07039276426486626,2992,930,440,coverage_upper_bound
157,saturation,low,"[25,60,16,50.0,0.0,0.0]",1500,25,60,16,50.0,0.0,rejected,True,False,0.9634320252653409,0.8826919161121888,0.6938008766437069,0.5995670995670995,0.07041431786215839,3194,978,502,coverage_upper_bound
158,saturation,low,"[25,60,17,50.0,0.0,0.0]",1500,25,60,17,50.0,0.0,rejected,True,False,0.9623167791386501,0.892032025599186,0.6886912325285895,0.6083052749719416,0.07317249716343065,3148,980,416,coverage_upper_bound
159,saturation,low,"[25,60,18,50.0,0.0,0.0]",1500,25,60,18,50.0,0.0,rejected,True,False,0.9634631179738625,0.8901944469204808,0.7003174603174603,0.5968614718614719,0.04257923711054933,3150,944,546,coverage_upper_bound
160,saturation,low,"[25,60,19,50.0,0.0,0.0]",1500,25,60,19,50.0,0.0,rejected,True,False,0.9650035582970466,0.885944856432142,0.6927239927841251,0.6018808777429467,0.07617656794997463,3326,1022,502,coverage_upper_bound
161,saturation,low,"[25,60,20,50.0,0.0,0.0]",1500,25,60,20,50.0,0.0,rejected,True,False,0.9610700552280564,0.8923616630026359,0.6974120769741208,0.6124708624708625,0.07642616044771748,3014,912,418,coverage_upper_bound
162,saturation,low,"[25,60,21,50.0,0.0,0.0]",1500,25,60,21,50.0,0.0,rejected,True,False,0.9639005439229608,0.887607111246726,0.6993939393939393,0.6244588744588745,0.081805117333727,3300,992,396,coverage_upper_bound
163,saturation,low,"[25,60,22,50.0,0.0,0.0]",1500,25,60,22,50.0,0.0,rejected,True,False,0.9620517136334001,0.8907932747805062,0.6926546391752577,0.6032547699214366,0.045014324855905216,3104,954,460,coverage_upper_bound
164,saturation,low,"[25,60,23,50.0,0.0,0.0]",1500,25,60,23,50.0,0.0,rejected,True,False,0.9639561703123909,0.8870931751138552,0.7493857493857494,0.6601731601731602,0.0721779517700262,3256,816,440,coverage_upper_bound
165,saturation,low,"[25,60,24,50.0,0.0,0.0]",1500,25,60,24,50.0,0.0,rejected,True,False,0.964758258471376,0.8947872452841583,0.7504424778761062,0.664576802507837,0.04934648372864512,3390,846,438,coverage_upper_bound
166,saturation,low,"[30,50,0,50.0,0.0,0.0]",1500,30,50,0,50.0,0.0,active,False,False,0.9931716954130614,0.9232644758367231,0.659463850528026,0.634020618556701,0.04348099868820717,12310,4192,494,incomplete
167,saturation,low,"[30,50,1,50.0,0.0,0.0]",1500,30,50,1,50.0,0.0,active,False,False,0.9927790457016077,0.9199937841756273,0.6607922392886014,0.6383942517963137,0.041688712909073104,12370,4196,434,incomplete
168,saturation,low,"[30,50,2,50.0,0.0,0.0]",1500,30,50,2,50.0,0.0,active,False,False,0.9950073080580217,0.9268312391570768,0.6606060606060606,0.6469853170884099,0.07477692107120687,12540,4256,264,incomplete
169,saturation,low,"[30,50,3,50.0,0.0,0.0]",1500,30,50,3,50.0,0.0,active,False,False,0.9987151157423105,0.9166318109947715,0.6604186191815058,0.6604186191815058,0.042061182341835666,12804,4348,0,incomplete
170,saturation,low,"[30,50,4,50.0,0.0,0.0]",1500,30,50,4,50.0,0.0,active,False,False,0.9960242752228953,0.9375188753938406,0.6611996251171509,0.6611996251171509,0.07667695486914372,12804,4338,0,incomplete
171,saturation,low,"[30,50,5,50.0,0.0,0.0]",1500,30,50,5,50.0,0.0,active,False,False,0.9990755192804205,0.921551477266774,0.6669790690409247,0.6669790690409247,0.0769145349930683,12804,4264,0,incomplete
172,saturation,low,"[30,50,6,50.0,0.0,0.0]",1500,30,50,6,50.0,0.0,active,False,False,0.9944721591533784,0.9474451284032118,0.6733833177132146,0.6733833177132146,0.04613737842247122,12804,4182,0,incomplete
173,saturation,low,"[30,50,7,50.0,0.0,0.0]",1500,30,50,7,50.0,0.0,active,False,False,0.9978942383609597,0.928944059438534,0.6774445485785692,0.6774445485785692,0.047778758538711545,12804,4130,0,incomplete
174,saturation,low,"[30,50,8,50.0,0.0,0.0]",1500,30,50,8,50.0,0.0,active,False,False,0.9990320284945706,0.9419529835043257,0.6804123711340206,0.6804123711340206,0.08400515741949266,12804,4092,0,incomplete
175,saturation,low,"[30,50,9,50.0,0.0,0.0]",1500,30,50,9,50.0,0.0,active,False,False,0.9974346210858789,0.936346789056401,0.6824429865666979,0.6824429865666979,0.04801260332562225,12804,4066,0,incomplete
176,saturation,low,"[30,50,10,50.0,0.0,0.0]",1500,30,50,10,50.0,0.0,active,False,False,0.9992295994003505,0.937811512530453,0.6783817557013433,0.6783817557013433,0.08752446304315253,12804,4118,0,incomplete
177,saturation,low,"[30,50,11,50.0,0.0,0.0]",1500,30,50,11,50.0,0.0,active,False,False,0.9957618260985207,0.9417017212304319,0.6729147141518276,0.6729147141518276,0.09093304629070302,12804,4188,0,incomplete
178,saturation,low,"[30,50,12,50.0,0.0,0.0]",1500,30,50,12,50.0,0.0,active,False,False,0.998462970553469,0.9353924557011497,0.703686348016245,0.703686348016245,0.05230159133973882,12804,3794,0,incomplete
179,saturation,low,"[30,50,13,50.0,0.0,0.0]",1500,30,50,13,50.0,0.0,active,False,False,0.9975860781210999,0.939548849019899,0.7203998750390503,0.7203998750390503,0.05424812121977514,12804,3580,0,incomplete
180,saturation,low,"[30,50,14,50.0,0.0,0.0]",1500,30,50,14,50.0,0.0,active,False,False,0.9968770398502896,0.9353471295219296,0.7014995313964386,0.7014995313964386,0.06716622544872482,12804,3822,0,incomplete
181,saturation,low,"[30,50,15,50.0,0.0,0.0]",1500,30,50,15,50.0,0.0,active,False,False,0.9970211176813571,0.938351542375193,0.6841611996251171,0.6841611996251171,0.06033351330353106,12804,4044,0,incomplete
182,saturation,low,"[30,50,16,50.0,0.0,0.0]",1500,30,50,16,50.0,0.0,active,False,False,0.9954101750728104,0.9327342570463765,0.6907216494845361,0.6907216494845361,0.05775803477257896,12804,3960,0,incomplete
183,saturation,low,"[30,50,17,50.0,0.0,0.0]",1500,30,50,17,50.0,0.0,active,False,False,0.999280959440327,0.9355535759041702,0.6915026554201812,0.6915026554201812,0.0692744469954941,12804,3950,0,incomplete
184,saturation,low,"[30,50,18,50.0,0.0,0.0]",1500,30,50,18,50.0,0.0,active,False,False,0.9970211176813571,0.9352047388901545,0.6944704779756327,0.6944704779756327,0.055005778438152415,12804,3912,0,incomplete
185,saturation,low,"[30,50,19,50.0,0.0,0.0]",1500,30,50,19,50.0,0.0,active,False,False,0.998295727996138,0.9348443499613086,0.6993127147766323,0.6993127147766323,0.052187590367072934,12804,3850,0,incomplete
186,saturation,low,"[30,50,20,50.0,0.0,0.0]",1500,30,50,20,50.0,0.0,active,False,False,0.9973292779212171,0.9376782195861477,0.6927522649172134,0.6927522649172134,0.06717260040696206,12804,3934,0,incomplete
187,saturation,low,"[30,50,21,50.0,0.0,0.0]",1500,30,50,21,50.0,0.0,active,False,False,0.9946723531438674,0.9313496088204047,0.7008747266479225,0.7008747266479225,0.0615158874129972,12804,3830,0,incomplete
188,saturation,low,"[30,50,22,50.0,0.0,0.0]",1500,30,50,22,50.0,0.0,active,False,False,0.9990755192804208,0.9313329927527771,0.6935332708528584,0.6935332708528584,0.05002808101399284,12804,3924,0,incomplete
189,saturation,low,"[30,50,23,50.0,0.0,0.0]",1500,30,50,23,50.0,0.0,active,False,False,0.9963744218393316,0.930254738697508,0.6772883473914402,0.6772883473914402,0.06294110238685838,12804,4132,0,incomplete
190,saturation,low,"[30,50,24,50.0,0.0,0.0]",1500,30,50,24,50.0,0.0,active,False,False,0.998439298755999,0.9249751607369681,0.6716651046547953,0.6716651046547953,0.04725260981622553,12804,4204,0,incomplete
191,saturation,low,"[30,50,25,50.0,0.0,0.0]",1500,30,50,25,50.0,0.0,active,False,False,0.9955316765220317,0.9277830876327199,0.6566697906904092,0.6566697906904092,0.045712399538693854,12804,4396,0,incomplete
192,saturation,low,"[30,50,26,50.0,0.0,0.0]",1500,30,50,26,50.0,0.0,active,False,False,0.9957955064234303,0.9176473207948203,0.6507341455795064,0.6507341455795064,0.0657956347717043,12804,4472,0,incomplete
193,saturation,low,"[30,50,27,50.0,0.0,0.0]",1500,30,50,27,50.0,0.0,active,False,False,0.9962037765135023,0.9228800421232098,0.6484326018808777,0.6462043111527648,0.04392084334710115,12760,4486,44,incomplete
194,saturation,low,"[30,50,28,50.0,0.0,0.0]",1500,30,50,28,50.0,0.0,active,False,False,0.9955161903084214,0.9183675825304631,0.6480268413484582,0.633552014995314,0.04374944888410074,12518,4406,286,incomplete
195,saturation,low,"[30,50,29,50.0,0.0,0.0]",1500,30,50,29,50.0,0.0,active,False,False,0.9931675243298391,0.9197711742997533,0.6531143275329322,0.627303967510153,0.06599159134027356,12298,4266,506,incomplete
196,saturation,low,"[50,30,0,50.0,0.0,0.0]",1500,50,30,0,50.0,0.0,active,False,False,0.9950391638015104,0.9194387420272166,0.5310277957336781,0.5132771009059669,0.0895436984666018,12376,5804,428,incomplete
197,saturation,low,"[50,30,1,50.0,0.0,0.0]",1500,50,30,1,50.0,0.0,active,False,False,0.9929197138060782,0.9209983109853681,0.5114026866604187,0.5114026866604187,0.13293819700440362,12804,6256,0,incomplete
198,saturation,low,"[50,30,2,50.0,0.0,0.0]",1500,50,30,2,50.0,0.0,active,False,False,0.9924719001732091,0.938560338755882,0.514392584160026,0.49406435488909717,0.13324733508729142,12298,5972,506,incomplete
199,saturation,low,"[50,30,3,50.0,0.0,0.0]",1500,50,30,3,50.0,0.0,active,False,False,1.0,0.9308615983885797,0.4921899406435489,0.4921899406435489,0.13431174530706821,12804,6502,0,incomplete
200,saturation,low,"[50,30,4,50.0,0.0,0.0]",1500,50,30,4,50.0,0.0,rejected,True,False,0.9847425284339649,0.9494027797910621,0.46552135528513483,0.44120307553143373,0.10528917532778642,8382,4480,462,coverage_upper_bound
201,saturation,low,"[50,30,5,50.0,0.0,0.0]",1500,50,30,5,50.0,0.0,active,False,False,1.0,0.9351934840994821,0.42955326460481097,0.42955326460481097,0.1414437531580524,12804,7304,0,incomplete
202,saturation,low,"[50,30,6,50.0,0.0,0.0]",1500,50,30,6,50.0,0.0,rejected,True,False,0.9806775943307138,0.9554495992403648,0.5371376811594203,0.5085763293310464,0.09274400263321872,6624,3066,372,coverage_upper_bound
203,saturation,low,"[50,30,7,50.0,0.0,0.0]",1500,50,30,7,50.0,0.0,active,False,False,1.0,0.9336573369376683,0.485941893158388,0.485941893158388,0.10886729359910072,12804,6582,0,incomplete
204,saturation,low,"[50,30,8,50.0,0.0,0.0]",1500,50,30,8,50.0,0.0,active,False,False,0.9910102007368101,0.9443292417544963,0.5078848967647537,0.4879725085910653,0.10679320030309067,12302,6054,502,incomplete
205,saturation,low,"[50,30,9,50.0,0.0,0.0]",1500,50,30,9,50.0,0.0,active,False,False,0.9975385413770562,0.9301405284562638,0.5014058106841612,0.5014058106841612,0.09899924632481809,12804,6384,0,incomplete
206,saturation,low,"[50,30,10,50.0,0.0,0.0]",1500,50,30,10,50.0,0.0,active,False,False,0.9953507296819534,0.9324182524924118,0.5071211393823012,0.4950015620118713,0.09729698226369529,12498,6160,306,incomplete
207,saturation,low,"[50,30,11,50.0,0.0,0.0]",1500,50,30,11,50.0,0.0,rejected,True,False,0.9881530695296351,0.9231675861830487,0.5214940098661028,0.5214940098661028,0.08975557425559942,11352,5432,0,coverage_upper_bound
208,saturation,low,"[50,30,12,50.0,0.0,0.0]",1500,50,30,12,50.0,0.0,active,False,False,0.9969991702198279,0.9160508437356909,0.5400223677903818,0.5279600124960949,0.09292137006280969,12518,5758,286,incomplete
209,saturation,low,"[50,30,13,50.0,0.0,0.0]",1500,50,30,13,50.0,0.0,rejected,True,False,0.9876553755241719,0.9002449740620871,0.5449069003285871,0.5449069003285871,0.09277103331389702,10956,4986,0,coverage_upper_bound
210,saturation,low,"[50,30,14,50.0,0.0,0.0]",1500,50,30,14,50.0,0.0,active,False,False,0.9923948724844763,0.8837470299871698,0.5433058375634517,0.534989065916901,0.09344032901617223,12608,5758,196,incomplete
211,saturation,low,"[50,30,15,50.0,0.0,0.0]",1500,50,30,15,50.0,0.0,rejected,True,False,0.9886162173394886,0.8845402249269563,0.5574074074074075,0.5574074074074075,0.08885834864056975,11880,5258,0,coverage_upper_bound
